tweet_wakati,emoji
"苦手 リーグ で も なんとか 粘っ てる か な 😐 （ 全 リーグ 苦手 だ けど な ） 
",😐
"じ ほ は 最初 軟骨 開け て やっ ぱめぇぇぇえっちゃいたかった 😐 
",😐
"無限 列車 の 間 、 完全 熟睡 し て た から 寝 られ ない … … 明日 は 別に 用事 が ある わけ じゃ ない けど さ 😐 
",😐
"サブ 2 組 の 伏線 が ものすごく 多かっ た し 怖い 人 多かっ た 😅 所々 コナン 君 必要 だ から 私 に は 難しい です 😐 
",😐
"😐 
",😐
"です 😐 
",😐
"そっ か 、 宮城 は 夜 が 早い ん だろ う から ねぇ ー 😐😐 
",😐
"終わり だ よ ～～✌ ️😐 ✌ ️ 
",😐
"もう 一つ 、 RT 用 作ろ う か なっ て 思っ てる 。 っていう 方 い ます か 😐 ？ 
",😐
"ら めん たべ た おい しか た ね 😐 
",😐
"😐😐😐😐😐😐😐😐😐😐😐😐 かんがえ て しまう 
",😐
"ねる べき 😐 
",😐
"あ いぼ で ジェット で オペ 持つ と モク 2 な の が 割 と 大変 で 、 あ いぼ で オペ 持た ない なら ジェット じ ゃなくてもいいかなあ 感 が あり ます 😐 
",😐
"仮に 私 みたい な チャランポラン 配達員 が 誘わ れ て 家 飲み なんか し たら チャリ で 帰れ ない し どう なる か 分から ん 😐 おもしろ そう だ けど よく 考え たら リスク しか ない わ www 危ない よ 〜 ( 真顔 ) 
",😐
"最近 食欲 が 有り余り すぎ て て 、 お 弁当 食べ た 後 でも お腹 空い た ～ って 言っ てる 😐 太り ませ ん よう に (/ ω ＼*) 
",😐
"誤字 、 何とか しろ な 。 😐 
",😐
"スパレジェ 当たっ た ん に 全く APEX 触っ て ない 😐 
",😐
"これ な ん の 瞬間 だっ た か な 😐 
",😐
"ぷりんちゃんの 予想 で あっ てる よ もう いい よ … 😐 
",😐
"希望 です 😐 
",😐
"点 鼻薬 って 最強 だ な 😐 
",😐
"ワクチン 接種 し た 周囲 が 筋肉 痛 の よう な 鈍痛 が ... 😐 
",😐
"寝 れ ない 😶😐 
",😐
"実は 前 から 存じ上げ て おり まし た うれしい です 😐 
",😐
"今日 、 映画 やっ た から 秋 アニメ だ と 思う よ ね 😐 
",😐
"明らか に なる はず だ 😐 
",😐
"お腹 空い て た から 仕方 ない の 😐 
",😐
"お菓子 も 作り たい けど こっち は 材料 だけ じゃ なく 調理 器具 から 買わ ない と いけ ない ので 作れ ませ ん 😐😐 
",😐
"これ で すら アホ みたい に 緊張 し てる ので 昨日 みたい な 僕 が 見 たい 方 は 是非 見 て ください 😐 
",😐
"明らか に なる はず だ 😐 
",😐
"ば ーーー って フォロワー 増え ない か なぁ 😐 
",😐
"申し訳 ご ざいませんなんでもないです 😐 
",😐
"もう 一つ 、 RT 用 作ろ う か なっ て 思っ てる 。 っていう 方 い ます か 😐 ？ 
",😐
"ば ーーー って フォロワー 増え ない か なぁ 😐 
",😐
"もう 一つ 、 RT 用 作ろ う か なっ て 思っ てる 。 っていう 方 い ます か 😐 ？ 
",😐
"２ ヶ月 で ４ 回 目 😐 
",😐
"ば ーーー って フォロワー 増え ない か なぁ 😐 
",😐
"fate は HF 良かっ た だけ に 、 私 の 最 推し 活躍 の UBW シリーズ の 方 が ほんの ちょっと 残念 だっ た から UFO が 安心 できる と は 限ら ない 😐 
",😐
"ば ーーー って フォロワー 増え ない か なぁ 😐 
",😐
"今年 祭り も ない から ほんとに 暇 や な 😐 
",😐
"ば ーーー って フォロワー 増え ない か なぁ 😐 
",😐
"ば ーーー って フォロワー 増え ない か なぁ 😐 
",😐
"ば ーーー って フォロワー 増え ない か なぁ 😐 
",😐
"ば ーーー って フォロワー 増え ない か なぁ 😐 
",😐
"ば ーーー って フォロワー 増え ない か なぁ 😐 
",😐
"ば ーーー って フォロワー 増え ない か なぁ 😐 
",😐
"ば ーーー って フォロワー 増え ない か なぁ 😐 
",😐
"ば ーーー って フォロワー 増え ない か なぁ 😐 
",😐
"ば ーーー って フォロワー 増え ない か なぁ 😐 
",😐
"ば ーーー って フォロワー 増え ない か なぁ 😐 
",😐
"肉まん 買っ た のに 、 酢 醤油 入れ忘れ てる ん や けど 定員 さん 😐 
",😐
"38 . 2 度 。 ここ が サビ だ と 信じ たい 新 時代 😐 
",😐
"めちゃくちゃ 疲れ た 😐 
",😐
"何故 凄ま れ た の でしょ う か ？ ？ ？ ？ 😐💦 
",😐
"言い ませ ん とも 😐 
",😐
"ばったり 会っ た ギルメン さん に 鬼 絡み 😐 ♪ スクショ 会 に ☆ 
",😐
"秋 の 夜長 😐 ♪ 
",😐
"良かっ た … ハニー の ｽﾝｯ 😐 は ダーリン にとって 致 l 命 傷 です から 😘💕 
",😐
"娘 ちゃん は ハーフ 顔 だ し 、 息子 くん に関して は そこら 辺 の アイドル な の よ 😐 
",😐
"ビッグ スマイル 😐 
",😐
"いやぁ 〜 最近 弱く なっ た なぁ って 思っ て た ん だ けど 飲む 順番 だっ た の かも （ まじめ に 言っ て ます 😐 ） 
",😐
"虚無 😐 
",😐
"ぜんぜん 眠く なら ない 😐 
",😐
"最近 かわいい 路線 で いこ う と し てる よ ね 😐 
",😐
"まつげ に 美容 液 を おつけ に なる ところ まで お やり に なる なら 、 まだまだ 、 十分 大丈夫 と 思い ます 。 （ ひどく なる と 、 お 風呂 に 入っ たり 、 着替え たり 、 果て は 、 ご飯 食べ たり する の も 面倒 に 。 ） 😐 。 
",😐
"や べ もう こんな 時間 😐💦 
",😐
"ヤツ です か ？ ！ 😐 
",😐
"スケベ な タイプ の 悪魔 に しよ う と 思っ た のに この 悪魔 ヒトデ の 繁殖 行為 について しか 語ら な さ そう 😐 ( ポンコツ ) 
",😐
"ここ から ０ . 5 秒 😅 下手 し たら 更に 上 と は 開く の か 😑 もう やれる こと は 無い かも 🤗 
",😑
"疲れ てる はず な のに 眠れん の しんどい よ ね 😑 
",😑
"😑 また 変 な もの を 見つけ て しまっ た 
",😑
"そう 決め てる 😑 
",😑
"😑 また 変 な もの を 見つけ て しまっ た 
",😑
"スタジアム に 観 に 行き まし た ょ 😑 
",😑
"つ ー か ー れ ー た ー 😑 
",😑
"😑 また 変 な もの を 見つけ て しまっ た 
",😑
"限界 突破 😑 
",😑
"以前 、 と いっ て も 遠い 昔 です けど 、 将棋 欄 は 欠かさ ず 見 て い た 時期 が あり まし た ね 。 当時 は A 級 順位 戦 で 米長 さん が 名人 挑戦 を 決め た 年 から 前後 １ ～ ２ 年 の 時 でし た ね 。 でも 、 他 の 記事 は ほとんど 見 て なかっ た か な 。 🤔🤔🤔😌😌😌😑😑😑 
",😑
"戸部 くん と 私 の カップリング 固定 です 地雷 です 去れ ーーーーーーーーーーーーー 😀😃😄😁😆😅😂🤣🥲 ☺ ️ 😊 😇 🙃 🙂 😉 😌 😍🥰😘😗😙😚😋😛😝😜🤪🤨🧐🤓😎🥸🤩🥳😏😒😞😟😔😕🙁 ☹ ️😣😖😫😩🥺😢😭😤😠😡🤬🤯😳🥵🥶😱😶 ‍ 🌫 ️😨😰😥😓🤔🤗🤭🤫🤥😶😐😑😬🙄😯😦😧😮🥱😲😴🤤😪😮 ‍ 💨😵😵 ‍ 💫🤐🥴🤢🤮🤧😷🤒🤕🤑🤠 
",😑
"懐かしく て やばかっ た ぁぁ 、 😑😑 
",😑
"😑 また 変 な もの を 見つけ て しまっ た 
",😑
"もう こんな 政治 は 嫌 だ 😑 
",😑
"まぁ … 2 万 円 くらい の 利益 で メルカリ さん と 言い争う 気 は ない です が 😑 
",😑
"むしろ 控えめ に し た くらい 😑😑😑 
",😑
"岸田 ノート も 黒 塗り です か 😑 
",😑
"漬け 物 は 苦手 です ねー ナス 😅 見た目 が 無理 です 😢 魚 も 若い 頃 は 手 を つけ て なかっ た です 😑 好き嫌い 多い 
",😑
"17 → 白黒 絵 で デニム 描く … 😑 
",😑
"何 も し ない 、 という こと です ね 😑 
",😑
"限界 突破 😑 
",😑
"ほ びめちゃくちゃかっこいいねんけど 待っ とけ ば 公式 あがり そ … 待て ない けど ー 😑 
",😑
"」∠)_ 鬼 滅 の パワプロコラボ 自体 、 強く ない し な ‼ ︎ に じさ ん じ コラボ や ディランコラボ の 方 が 強かっ た もん 😑 （ 負け惜しみ ） 
",😑
"限界 突破 😑 
",😑
"ガルプラ 最悪 なに これ 😑😑 
",😑
"おやすみ ... 😑😑😑 
",😑
"時点 で 、 俺 的 に は 減点 です 😑 
",😑
"鬼 滅 半分 見 ながら 寝 て た わ 😑 
",😑
"耳 に しろ って 言わ れ た 😑 笑 
",😑
"金 贵 😑 
",😑
"ま 、 知ら なかっ た も 、 無理 は ない … 。 😑💨💦 
",😑
"とか 起き て き まし た が 😑 
",😑
"おはよう ござい ます 😑 
",😑
"ちょっと モヤモヤ する 😑💭 
",😑
"限界 突破 😑 
",😑
"誰 の 人生 も 壊し ち ゃいけないんぢゃないの ⁉ ️🤔🙄😑 
",😑
"あゆ さん 最初 怖い 人 だ と 思っ て た 😑 
",😑
"自 撮り は あげ ませ ん 😑😑😑😑😑 
",😑
"あ ！ 結局 鬼 滅 見 て ない や 😑 
",😑
"どうせ すぐ 政権 交代 し て 総理 大臣 降ろさ れる ん だ から 総裁 選 なんか 後 に しろ よ 😑 
",😑
"今回 の リケ ちゃ の all 999 は みちる 砲 で 作っ た ん だ けど なんか めちゃめちゃ 作り に くく て ビスケット 30 枚 ⬆ ️ 無駄 に なっ た し 、 ウガー って なっ た よ ね 、 、 、 w 😑 
",😑
"なるほど 、 その 星 ね 😑 
",😑
"ちょっと 体調 的 に リア タイ 出来 なかっ た の です が 、 沼 の ゲート キーパー と 化し て た の です ね 😑 
",😑
"お腹 減っ た なあ 😑😑😑 
",😑
"応募 方法 は 😑 高 評価 と RT だけ 🙀😽 
",😑
"😑 
",😑
"健康 第 一 で 選ぼ う 😑 
",😑
"寝 れ ない から カジュアル でも やろ っ か な 😑 
",😑
"デッキ 調整 で 頭 パンク し そう … 😑 
",😑
"高額 とっ て くる マネ 有能 って いう なら 、 もう 案件 とる の 嫌 に なっ て くる ん だ が 😑😑 
",😑
"そして 思い返し て み たら 、 9 月 で 2 年 美容 院 行っ て なかっ た です 😑 
",😑
"おやすみ な さ ー い 😑 
",😑
"やる 事 あり すぎ て 現実 逃避 中 😑 
",😑
"そして 今日 9 / 25 何 も 食べ て ない のに 全然 余裕 😑 
",😑
"昨日 9 / 24 食べ た 物 焼き鳥 4 本 と 梅干し 2 個 な のに 燃費 良 すぎる 俺 😑 
",😑
"何 も し ない 、 という こと です ね 😑 
",😑
"応募 方法 は 😑 高 評価 と RT だけ 🙀😽 
",😑
"なんで 私 鬼 滅 見 終わっ て から 2 回 も 洗濯 回し て パン 作り 始め た ん だろ … 😑 
",😑
"ベッド 行こ う ... 😑 
",😑
"わかる ！ ！ 私 は 摂取 し て から 6 時間 後 くらい に 腕 の 筋肉 痛 が 始まっ た 😭 時間 差 なんて 聞い て ない ～ って 思っ た よ … 職場 の 人達 の 話 から 想像 し て たより 痛い し … びっくり だ よ ねぇ 😑 
",😑
"「 バイク 乗る 時 暑い の 嫌 だ 🥵 長距離 辛い 😑 」 
",😑
"俺 が あー だこ ー だ 言っ てる 選手 に 限っ て 活躍 する ん だ から いい加減 自分 の 見る 目 を 疑う 😑 
",😑
"フルーツ サンド も アイス も ゼリー も 種類 が 多 すぎ て 困る 😑 
",😑
"新しい バイト を 探し てる 。 😑 
",😑
"あれ が ザコ だっ たら ただ うっ と おしい だけ 😑 
",😑
"せめて 恥 を 知れ 。 😑 
",😑
"僕 は … 眠く て ダウン でし た 😑 
",😑
"ワクチン 1 回 目 な のに 微熱 な ん だ が 😑 
",😑
"たしか 、 ムカ つい た から 既に 持っ てる のに もう 一 個 作り まし た 😑 www 
",😑
"ほん っと 基準 が コロコロ 変わり ます ね 😑 
",😑
"まゆ 心 の 俳句 😑 ﾁｰﾝ 。 
",😑
"思う よう に 可愛く 描け ない 😑😑😑 
",😑
"… 久しぶり に 描い てる から な の か この くわ って 顔 だ から な の か めっちゃ 難しい … 😑 
",😑
"ぼんち ゃんなんでおらんやったん 😑 
",😑
"瀬名 練習 兼 着せ たい 服 着せ た けど センス 無 😑 
",😑
"ぼや 😑 
",😑
"なんか き ー わるい よ な 😑😑 
",😑
"けど なんか 先 に BBC だ か で 流し た らしい わ よ 😑 
",😑
"私 も アカウント は 前 から あっ た けど ほぼ ゲーム の リツイート に 使っ て た だけ で 、 最近 色んな 人 に フォロー し て ます 😌 使い方 も よく わかっ て ない です 😑 でも なんとか いけ て ます ！ (￣-￣) ゞ 
",😑
"ブル って 何 も でき ねえ よ 😑 
",😑
"です ね 😑 
",😑
"永遠 に ユニット 衣装 から 変え られ ない 😑 
",😑
"調子 が 上がら ん 😑 
",😑
"ただ やっ て 意味 あん の かな 沼 で しか ない 気 が し て き た 。 結局 同じ こと の 繰り返し じゃ 。 出会っ て すぐ じゃ 早 すぎ な 気持ち も ある っ ちゃ ある 迷う 😑💭 
",😑
"やろ う し 😑 ましてや 大した 事 出来ん 奴 が うるさい って 言わ れ て 終わり やろ な 
",😑
"早番 な のに 寝れ ん し 寝 たく ない 😑 連休 明け 憂鬱 
",😑
"寝 れ ない から カジュアル でも やろ っ か な 😑 
",😑
"どこ の ネット 調査 ⁉ ️😶😑💦💢 
",😑
"食べ 過ぎ て 胃 が ムカムカ し て 来 た 😑 
",😑
"片方 ずつ 肩 見せ て くる の は 分かっ て やっ てる もん ね 😑 
",😑
"図々しい な 😑 
",😑
"ころ ちゃん 寝 な ちゃい 😑 
",😑
"かまっ て 欲しい ニャ 😑 
",😑
"寝よ う か な 😑 
",😑
"戸部 くん と 私 の カップリング 固定 です 地雷 です 去れ ーーーーーーーーーーーーー 😀😃😄😁😆😅😂🤣🥲 ☺ ️ 😊 😇 🙃 🙂 😉 😌 😍🥰😘😗😙😚😋😛😝😜🤪🤨🧐🤓😎🥸🤩🥳😏😒😞😟😔😕🙁 ☹ ️😣😖😫😩🥺😢😭😤😠😡🤬🤯😳🥵🥶😱😶 ‍ 🌫 ️😨😰😥😓🤔🤗🤭🤫🤥😶😐😑😬🙄😯😦😧😮🥱😲😴🤤😪😮 ‍ 💨😵😵 ‍ 💫🤐🥴🤢🤮🤧😷🤒🤕🤑🤠 
",😒
"しかし 、 日本 にとって 大事 な 国 は ？ に ３ 候補 が 『 中共 』 と な 😒 
",😒
"混乱 😒😒😒 
",😒
"1 回 書き 忘れ ちゃう と もう 書く 気 なくなる 😒 ( 笑 ) 
",😒
"… … って 感じる けど ねぇ 😒 
",😒
"あー これ が 女たらし の 技 か そんな ん 言わ れ たら コロッ と いっ ちゃう わ 😒😒😒😒😒😒 
",😒
"中島 みゆき の 曲 歌っ て たら 、 旦那 に 「 雨 で も 降る の か ねぇ 」 って 言わ れ た 。 名曲 ばかり だ ぞ 😒 
",😒
"そう ジャス 😒 ✌ ️ 
",😒
"カナ ヲ って 出番 少な 過ぎる 今後 も 😒 アレ か な ? 
",😒
"バイト 代 高 そう です ね 😒 
",😒
"見 たく ない 事 は 、 全て ミュート か ブロック する 事 に し た 😒 見 て て 不快 だ し 😒 自分 も 不快 な 事 を ツイート し たり する から 、 人 の 事 は 言え ない ん だ けど ね 。 真実 を 知ら ない のに 、 外野 が ガヤガヤ 言う の も 嫌 だ し 🤬 対人 恐怖症 も 悪化 し て いく 🤣 今日 は 、 楽しかっ た 😊 
",😒
"はい はい 😒 
",😒
"教師 の 威厳 を 奪い 、 好き 放題 の 子供 が 思春 期 に 抑制 効か ない と 😒 
",😒
"ふーん 😒 
",😒
"あら 投げ飛ばさ れ た 😒🐥💨 
",😒
"immortal 200 ポイント まで 1 日 で 下がっ た ... 🙁 ☹ ️😣😖😫😒😞😔😟😕 
",😒
"散華 さ れ た 英霊 の 方々 は どう 見 てる ん やろ 😒 
",😒
"30 円 覚え てる から ね 😒 
",😒
"散華 さ れ た 英霊 の 方々 は どう 見 てる ん やろ 😒 
",😒
"深夜 だ から って T / L で 何 でも 言っ て 良い って もん じゃ あり ませ ん 😒💢💢 
",😒
"まぁ 俺 の 事 覚え て ない と 思う けど 😒😒😒 
",😒
"散華 さ れ た 英霊 の 方々 は どう 見 てる ん やろ 😒 
",😒
"飲み に 出 て 、 1 時間 ほど で 帰る つもり で 行っ た のに 、 好み の 子 い た から って 2 時間 半 近く い た よ ね 😒 眠 さ MAX まで 滞在 し て しまっ た 🤦 ‍♂ ️ 
",😒
"あら 😒 ⁉ ️ 毎日新聞 ‼ ️ 嘘 、 偏向 報道 する から 、 販売 数 が 落ちる ‼ ️😆💦 
",😒
"もしも 「 よく ある ジャニーズアイドル が 主演 の ドラマ でしょ 😒 」 なんて 先入観 で 敬遠 し てる 方 が い たら 、 ぜひ 観 て み て 欲しい な 😊 
",😒
"上司 に し たく ない 😒 
",😒
"ペンラ に スト ラップ 入ら ない の だ が 😒 どう し て くれる ？ 
",😒
"上司 に し たく ない 😒 
",😒
"そんな こと さ れ たら アイツ ら 、 す ー ぐ 調子 乗り ます よ 😒 
",😒
"本当 煉獄 さん の 様 な 上司 が 欲しい 😒 
",😒
"まだ ラン クマ 行っ て ない 😒 
",😒
"パラリーガール の 男 版 って ところ か 。 まあ どう でも いい の だ よ 。 出来れ ば メディア に 露出 ひかえ て くれ ない か な 。 不快 で しか ない ので 😒😒 
",😒
"12 月 まで に 後 4 日 しか 残っ て ない けど … 😒🖕 
",😒
"マリトッツォ の 真相 を 話す よ … 😒 
",😒
"個人 的 に 彼 を 魅力 的 な 選手 だ と 思っ た こと が これ まで 全然 なく て 、 なんで そんな スター 扱い な の ？ と ずっと 思っ て き た から 、 この 件 に関して は 辛辣 な 意見 しか 出せ ませ ん 😒 
",😒
"俺 は いつ だって やる気 に 満ち 溢れ てる よ 😒 
",😒
"散華 さ れ た 英霊 の 方々 は どう 見 てる ん やろ 😒 
",😒
"美国 的 病毒 溯源 ， 是 假 溯源 真 政治 😒😒😒 
",😒
"どうせ 、 勇ましい こと 言っ てる 奴ら ほど 真っ先 に 逃げ出す ん でしょ う けど ね 😒 
",😒
"気 に なっ ちゃう 😒 ♡ 
",😒
"強調 し て 言わ なく て も 😒 … 
",😒
"鬼 ラッパ 案件 です ね 😒 
",😒
"😺 可愛い 娘 💕 が 元気 に 帰っ て 来 た の が お 土産 だ から 😒 
",😒
"ホント 昭和 だ よ ね 😒 
",😒
"ん ー 😒 
",😒
"おめでとう 🎉😒 
",😒
"そう ジャス 😒 ✌ ️ 
",😒
"ましてや 、 その 候補 を 推し て いる 人々 の 気 が 知れ ない 😒 
",😒
"辞書 アプリ で 「 禁足 地 」 を 検索 し て も 意味 が 出 て こ ない の は なんで 😒😒 
",😒
"あなた 目 綺麗 な 二 重 で 羨ましい わ 😒😒😒 
",😒
"私 は やかましい ので 😒 
",😒
"仲間はずれ に し て き た 😗😒 
",😒
"そう し たい ところ です が 、 本当 の 急性 症状 の とき は 無理 です 😭 面倒 でも 何 でも 、 全て 、 因果 関係 不明 は 許さ れ ない ！ 後々 って 、 何 でしょ う ね 。 ひっかかり ます ね 😒 
",😒
"みんな で 10 時 から 遊ん で き た ( ๑˙ ― ˙๑ ) 🧡 楽しかっ た ー ！ ！ その あと は BLUE さん と デート 🙄🧡🧡🧡 バチバチ やら れ まくっ て 撮影 会 😒🧡🧡🧡 楽し すぎ た ！ 
",😒
"メンバー に 褒め られ て ( この この っ ！ ！ 😒 ) 
",😒
"最低 の 対応 だ な 😒 
",😒
"😒 
",😒
"まじ か … … 😒 
",😒
"てか Brighter めちゃくちゃ いい じゃん 😒😵 ‍ 💫😮 ‍ 💨🥺😭💘 活動 曲 に は 選ば れ なかっ た けど 私 は Brighter に 投票 し て よかっ た と 思っ てる 永遠 に （ 
",😒
"だって 気付い て くれ ない ん だ もん 😒 
",😒
"あと 、 最近 😌😒🤤 この 絵文字 に ハマっ て ます 。 
",😒
"「 忙しい 」 って 理由 は 皆 同じ な のに 全く 協力 し ない 人 も 居る 😒 
",😒
"終了 日 に なっ て 納車 し て ない とか やめ て ください ね 😒 
",😒
"いくら 土日 休み で 手 稼ぎ で 北海道 の 仕事 だろ う が 帰っ て こ なく て いい よ 🤨 って 毎回 思う が なん も 効果 ない の が 恐ろしい 😒 
",😒
"飛 雄 ちゃん も ノヤ さん も 被害 に あっ て た くらい やし 😒 
",😒
"じゃあ もう 中途半端 に 見る な 読む な 人 に 聞く な て なり ませ ん ？ 😒 
",😒
"昭和 の まま な の は 河野 の 方 だ な 😒 ﾔﾚﾔﾚ 
",😒
"今日 は なんだか 目 が とろ ～ ん て 感じ 😒 
",😒
"そんな とこ まで み て ん の かよ 😒😒😒😒 
",😒
"わけ が わから ない です 😒 
",😒
"マジ か よ マリオ ずるい 😒😒😒 
",😒
"皆 さぁ ～ ん ‼ ️ 70 捕っ た どぉ ～ 😤👍🎊🎉 数え きれ ない 程 の 惨敗 を 味わい … 今日 😋 ✨❗ 何 も 起こら ない まま 帰りがけ の ワンド 😒 ⁉ ️ ３ 投 目 の 落ち込み に ドン 😍 ‼ ️ 重っ 😨💦 ❗ ライト 当て た 瞬間 … 顔 デ カッ 😱 ❗ ネット に 入っ た 時 は 出足 の 震え が 止まら ない 😅💦 バラ シ … 
",😒
"イヤ イヤ って 2 回 も 言っ て ない で 〜 す ( 😒 ) 
",😒
"こう なる と 、 総裁 選挙 自体 の 公平 、 公正 性 も 怪しく なる ね 😒 
",😒
"おーい 、 ありがと ！ ❤ ️ ‍ 🔥 お め え しっかり コメント し た か あ ？ アーカイブ で 確認 する ぞ 😒😒😒 
",😒
"最近 、 リビング に 置い て ある センサー ライト が 何 で も 無い の に 着く よう に なっ た … 😒 
",😒
"やよ な ～ 😒 
",😒
"熱 が 高 すぎ て 全然 眠れ ない 😒💔 
",😒
"時差 なかっ た みたい 😒 
",😒
"改 返 做皇 冠 先 講 野 丫大 佬 ！ ！ ！ 😒 ➕ 
",😒
"で 地域 応援 イベント ある が それ に 商品 欲し さ で 北海道 で 無い のに 北海道 住み で 入る 女性 ライバー を 軽蔑 し ます 😒💢💢 そういう 女性 ライバー こそ 人間 価値 無い ん だ し 😒💢💢 
",😒
"個人 的 に は 団体 戦 より この 動画 の ジェヒョン 悠太 戦 で 負け そう に なっ た 時 の ジェ の 「 はぁ 😒 」 みたい な 謎 に 呆れ てる 素振り が オモロ 負けず嫌い で 好き 
",😒
"え ！ ！ ！ ！ 来年 寂しく なる じゃん ！ ！ 😒😒 
",😒
"perfume . 😒 
",😒
"それ は もる さん が やましい 目 で 見 てる から 😒 w 
",😒
"そういや この 前 「 誰 か に 告 られ たら おっ けいする ？ 」 って 聞か れ た けど 正直 今 作り たく ない し 推し しか 眼中 に ない から 推し 以外 は 多分 断る ん じゃ ない の か なー 😒😑 考え た こと 無かっ た の よ ゛ その 時 に なん ない と ほん っと に わかん ない 🥺 
",😒
"下手くそ すぎる 😒😒😒 
",😒
"全然 リベンジャーズ 2 期 とか やん なく て いい よう 作画 ゴミ だ し い ぬ ぴょ 梶 さん じゃ なかっ た だけ で ダメージ か なり あっ た 榎木 さん 声 めっちゃ 好き だ から まだ いい けど 😒 
",😒
"菅 「 異物 に対する 指摘 は あたら ない 😒 
",😒
"だから 言っ た だろ う 。 全く 問題 ない 😒 」 
",😒
"時間 が 立つ の が 遅い 😒 ➰ 💦 今年 も 、 3 ヵ月 と 5 日 です ( 
",😒
"マリトッツォ の 真相 を 話す よ … 😒 
",😒
"時代 が 進む に 連れ て TV が 面白く 無くなっ てる から 視聴 者 減る ねん 😒 
",😒
"その 女性 と は 終わっ た し 、 もう 過去 の 女性 だって 思っ て た から も あっ て 思わず 「 違う よ … 」 って ボソッ って 言っ て しまっ た … 😫💦 ただ で さえ 面白く ない のに 譲渡 し て もらっ てる のに 何 やっ てる ん だ 俺 は 😰 慌て て 、 さっき の は 間違い ！ その 友達 の 女性 だ よ って 言い直し た けど 、 ほん とか ~ 😒 って 顔 し て た 😵 ‍ 💫💦 
",😒
"o ̴̶̷̤ˋ ) 💕 どうせ ど 年末 休め ない の は 確定 事項 だ し 😒 
",😒
"故障 する 馬 、 多い かも です 😒 
",😒
"美女 的 事 ， 你少 管 😒 
",😒
"じゃ ない ん だ し 😒 
",😒
"なん やかん や 1 番 歌う の 難しい の って C ： だ と 思う ん だ … … 😒😒😒 
",😒
"い 、 わ 、 な 、 い 、 で 😒 
",😒
"呪い が 😓 お へそ 周り に 〜 ふかふか 、 ベルト 周り に 〜 パツパツッ 、 
",😓
"今 まで 近接 は 全然 やってこ なかっ た ので 、 方向 指定 に 苦戦 中 です 😓 
",😓
"この 時間 帯 の 味方 めっちゃ 強い か 、 めっちゃ 弱い か の 両極端 😓 
",😓
"😓 
",😓
"お 見事 ！ 🎉 正解 ！ です が 残念 ながら 、 抽選 に 外れ て しまい まし た … 😓 
",😓
"情緒 🎢 は 疲労 感 半端 なかっ た です ね 😓 
",😓
"後ろ向き ばかり でし た 😓 
",😓
"戸部 くん と 私 の カップリング 固定 です 地雷 です 去れ ーーーーーーーーーーーーー 😀😃😄😁😆😅😂🤣🥲 ☺ ️ 😊 😇 🙃 🙂 😉 😌 😍🥰😘😗😙😚😋😛😝😜🤪🤨🧐🤓😎🥸🤩🥳😏😒😞😟😔😕🙁 ☹ ️😣😖😫😩🥺😢😭😤😠😡🤬🤯😳🥵🥶😱😶 ‍ 🌫 ️😨😰😥😓🤔🤗🤭🤫🤥😶😐😑😬🙄😯😦😧😮🥱😲😴🤤😪😮 ‍ 💨😵😵 ‍ 💫🤐🥴🤢🤮🤧😷🤒🤕🤑🤠 
",😓
"どう し た ん でしょ う ね 😓 
",😓
"今 から リプ 間に合い ます か ？ 😓 
",😓
"今 から リプ 間に合い ます か ？ 😓 
",😓
"わぁ 、 もう こんな 時間 😓 
",😓
"おはよう ござい ます 。 今日 は 仕事 😓 仕事 の 方 は 適当 に 乗り切っ て 行き ましょ う ！ 休日 の 方 は 満喫 し て ください 😄 
",😓
"今 から リプ 間に合い ます か ？ 😓 
",😓
"前 の 病院 は セレニア in の 輸液 は 出し て くれ まし た が 、 日持ち し ない し 、 使い たい 時 に 使え ない と 意味 ない ん です よ ね 💦 今 の 病院 は 交渉 し まし た が ダメ でし た 😅 吐き気 の 発作 の 恐ろし さ 知っ てる から あんな 状態 で 待ち時間 長い 病院 なんて 行け ない です よ ね 😓 
",😓
"今 から リプ 間に合い ます か ？ 😓 
",😓
"強 すぎる と 焦げ付く し 、 弱 すぎる と 丸め てる 時 に 砕ける 😓 
",😓
"なぜ か 起き てる 😓 
",😓
"これ じゃ 電気 が 消せ なく なる 😓 
",😓
"西 さん 、 大丈夫 ？ 😓 何 か あっ た の ね (& gt ;.& lt ;) 💦💦 
",😓
"大学 で 授業 中 に 指 で たのしん で たら イッ ちゃっ た 事 ある けど 友達 に は バレ て た 😓 
",😓
"生クリーム 駄目 な 自分 に は 無理 でし た 😓💦 
",😓
"朝 、 起き られる か な 😓 
",😓
"とりあえず 通過 😓 
",😓
"お 見事 ！ 🎉 正解 ！ です が 残念 ながら 、 抽選 に 外れ て しまい まし た … 😓 
",😓
"( 腎臓 って 何 個 あっ た っけ … ？ 😓 ) 
",😓
"仲人 大変 です よ ね 😓 
",😓
"ごめん ね 😓🙏 勘違い 
",😓
"今日 は 外出 し てる 時 、 急 に ☔ ️ が 降っ て き て 洗濯 物 が 😓 
",😓
"総 選挙 で 一 回 落選 し た ほう が 本人 の ため だ ね ありゃ 完全 に ダメ だ 😓 
",😓
"髪の毛 の 生殺与奪 の 件 を 他人 が 決める な ‼ ️😓 ⁉ ️💧 長髪 で い て ( 気狂い の ツイート ) 
",😓
